iter	F1	Logloss
884	0.9183196183	0.2739469103
885	0.9183955518	0.2739037686
886	0.9183809428	0.2738911797
887	0.9183994397	0.2738730809
888	0.9183916054	0.2737732828
889	0.9184850355	0.2736379338
890	0.9185317494	0.2735748456
891	0.9184947567	0.2734960362
892	0.9185901759	0.2733394708
893	0.918628114	0.2732336717
894	0.918663115	0.273153874
895	0.9186932773	0.2730588403
896	0.9187409805	0.2729937948
897	0.9187409805	0.2729585393
898	0.91877595	0.2728457615
899	0.9187973448	0.272735795
900	0.91882362	0.2727265711
901	0.91884795	0.2726521193
902	0.9188790731	0.2725724776
903	0.9189131303	0.2725391626
904	0.9189316249	0.2724843762
905	0.9189909974	0.2724218916
906	0.9190659504	0.2723919916
907	0.9190581686	0.2723668049
908	0.9190036542	0.2723365939
909	0.9190493843	0.2722849387
910	0.9190863518	0.2722003446
911	0.9190804966	0.2720944769
912	0.9192508241	0.2719352847
913	0.919186574	0.2718323325
914	0.9191807358	0.2718134013
915	0.919241094	0.271721311
916	0.9193228367	0.271612689
917	0.9194503227	0.2714235146
918	0.9194688122	0.2713944866
919	0.9195048204	0.271344617
920	0.9195398514	0.271276047
921	0.9195330425	0.2712389587
922	0.9195525095	0.2710803881
923	0.9196235362	0.2710369936
924	0.919701376	0.2709528008
925	0.9197422409	0.2708459943
926	0.9197724077	0.270735917
927	0.9197529598	0.2706634758
928	0.9197481029	0.270572941
929	0.9197656266	0.270551156
930	0.9197520184	0.2704456767
931	0.9198950839	0.270221643
932	0.9199252554	0.2701148361
933	0.9199213602	0.2700483966
934	0.919927203	0.270019529
935	0.919976817	0.269946191
936	0.9199826948	0.2697910755
937	0.9199885381	0.2697513805
938	0.9200274954	0.2696413519
939	0.920075162	0.269565911
940	0.9201374134	0.2694907413
941	0.9200878446	0.2694330941
942	0.9200927356	0.2693593603
943	0.9201958575	0.2692750421
944	0.9202717419	0.2691377536
945	0.9203193969	0.2690020262
946	0.9203242954	0.2689261362
947	0.9203330358	0.2689008802
948	0.9203310873	0.2688253188
949	0.9203427781	0.2687965114
950	0.9203573634	0.2687343029
951	0.9204196585	0.268703594
952	0.9205004359	0.2686422517
953	0.9204810125	0.2686211675
954	0.9206891263	0.26844861
955	0.9206482726	0.2683884049
956	0.9207212473	0.2683061724
957	0.9207659981	0.2682347068
958	0.9207485357	0.2681352571
959	0.9208545653	0.2680197596
960	0.9208955043	0.2679688352
961	0.9209372852	0.2679228353
962	0.920970429	0.2678505989
963	0.9210677273	0.2677049914
964	0.9211357731	0.2675232437
965	0.9212146992	0.2673589118
966	0.9213177326	0.2673070947
967	0.9212993734	0.2672053298
968	0.9213664932	0.2671413896
969	0.9214307451	0.2670608346
970	0.9214025202	0.2670289229
971	0.921534803	0.266895334
972	0.9215007267	0.2668136076
973	0.9214910966	0.2667469389
974	0.9216000958	0.2666202606
975	0.921638854	0.2665327221
976	0.921707915	0.2664609572
977	0.9217185778	0.2664342945
978	0.9217886817	0.2663167727
979	0.9218412253	0.266243322
980	0.9219240925	0.2660541152
981	0.9219125309	0.2659709049
982	0.92194376	0.2658819864
983	0.9219291958	0.2658400761
984	0.9219661314	0.2657931961
985	0.9220478068	0.2657331181
986	0.9219982626	0.2656404777
987	0.9221596554	0.2655283379
988	0.9221411905	0.2655077402
989	0.9221713689	0.2654262049
990	0.9221899982	0.2653858589
991	0.9222949279	0.265310077
992	0.9223804947	0.2652152296
993	0.9223185309	0.2651496949
994	0.9223682406	0.265025961
995	0.9224266522	0.2649704039
996	0.9224694393	0.2648376882
997	0.9224518619	0.2648180625
998	0.9224829292	0.2647834197
999	0.9225102723	0.2647492134
1000	0.9226190913	0.2646469496
1001	0.9226017012	0.2645798158
1002	0.9226047257	0.2645225584
1003	0.9226251414	0.2644435613
1004	0.9226659718	0.2643682699
1005	0.9227156899	0.2642606445
1006	0.9227838716	0.2641009798
1007	0.9228713907	0.2639903104
1008	0.922949345	0.2639039054
1009	0.9229832267	0.2638913051
1010	0.9230299137	0.2638576034
1011	0.922990172	0.2637923821
1012	0.9229756212	0.2637339836
1013	0.9230824628	0.2636662463
1014	0.9231780109	0.2634550988
1015	0.9232798377	0.2633518478
1016	0.923457644	0.263165269
1017	0.9235090874	0.2631128768
1018	0.9235761675	0.2630549518
1019	0.9237133815	0.2629074956
1020	0.9237077695	0.2628699996
1021	0.9237575066	0.262717545
1022	0.9238187203	0.2626227658
1023	0.9238254347	0.2626000954
1024	0.9238108977	0.2625354166
1025	0.9238441444	0.2624595587
1026	0.9238539233	0.2624049729
1027	0.9239316277	0.2622364489
1028	0.9240230191	0.2621431301
1029	0.924027773	0.2620882536
1030	0.9240864572	0.2620015805
1031	0.9240749953	0.2619370636
1032	0.9240780676	0.2618737649
1033	0.9240509529	0.2618399744
1034	0.9241510186	0.2617541103
1035	0.9242256406	0.2616306383
1036	0.9241934995	0.2615862016
1037	0.9243108696	0.2615329843
1038	0.9242535828	0.2613994259
1039	0.9243452569	0.2612754215
1040	0.9243723598	0.2611715656
1041	0.9244005869	0.2610815565
1042	0.9244310673	0.2609805425
1043	0.9244467239	0.2609536411
1044	0.9245274978	0.2608283592
1045	0.9245070973	0.2607343371
1046	0.9245568579	0.2606430576
1047	0.9246353683	0.2605021237
1048	0.9246663782	0.2604598325
1049	0.9246459798	0.2604142235
1050	0.9247303511	0.2603107794
1051	0.9247158266	0.2602479378
1052	0.9247789745	0.2601174327
1053	0.9248899243	0.2600311125
1054	0.9248860086	0.2600153475
1055	0.9248550058	0.2599202056
1056	0.9248726264	0.2598194644
1057	0.9249126023	0.2597794417
1058	0.9249254922	0.2596985556
1059	0.9249847247	0.2595854345
1060	0.9251000761	0.2594965459
1061	0.9251757747	0.2593946236
1062	0.9251757747	0.2593641143
1063	0.9252102184	0.2592369425
1064	0.9252443225	0.2592002051
1065	0.9252580332	0.2591523393
1066	0.9253066557	0.2590910753
1067	0.9253878748	0.2589469182
1068	0.9254247388	0.2588047522
1069	0.9254510058	0.258730299
1070	0.9254482455	0.2586607778
1071	0.9255184126	0.2585770688
1072	0.9255999731	0.2584827603
1073	0.9256685517	0.258298455
1074	0.9257277624	0.2582172937
1075	0.9257363942	0.2581981105
1076	0.9258003115	0.2580942327
1077	0.9258324573	0.2580873555
1078	0.925858724	0.2580589627
1079	0.9258442157	0.2580245018
1080	0.9258700743	0.2579354391
1081	0.9259504566	0.2578184825
1082	0.9260418056	0.2576425712
1083	0.926014753	0.2575765219
1084	0.9260641522	0.2575426961
1085	0.9260292596	0.2575325074
1086	0.9261394291	0.2573687197
1087	0.9261813821	0.2572514217
1088	0.9261813821	0.2571937099
1089	0.9262931168	0.2570690989
1090	0.926407581	0.2569354219
1091	0.9264107288	0.2568594106
1092	0.9264561919	0.2568043614
1093	0.9266027898	0.2567030789
1094	0.9266157505	0.256614383
1095	0.9267803246	0.2565346538
1096	0.9267991769	0.2564118465
1097	0.9268199929	0.2563587375
1098	0.9269336625	0.2562225893
1099	0.9269461934	0.2561912846
1100	0.9269289791	0.2561371066
1101	0.9269701832	0.256008348
1102	0.9269741076	0.2560022261
1103	0.9269991696	0.2559839659
1104	0.9270160727	0.2559226842
1105	0.9270101858	0.2558835492
1106	0.9270674002	0.2557616099
1107	0.9271128372	0.255706261
1108	0.9271061956	0.2556369709
1109	0.9271771428	0.2555234131
1110	0.927208085	0.2554641168
1111	0.9272343498	0.2554329381
1112	0.9272895913	0.2553645291
1113	0.9273514653	0.2552671928
1114	0.9274420306	0.2551193376
1115	0.9274800714	0.2550843804
1116	0.9274754015	0.2550134363
1117	0.9275384871	0.2549780238
1118	0.9275357817	0.2549215879
1119	0.9275330762	0.2548735479
1120	0.927518591	0.2548581826
1121	0.9275652308	0.2547560599
1122	0.9275428926	0.254743583
1123	0.9275257015	0.2547024643
1124	0.9275932004	0.254615276
1125	0.9276359161	0.2545325374
1126	0.927725272	0.2544338277
1127	0.9277166797	0.2543797679
1128	0.927818552	0.2542668875
1129	0.9278460481	0.2541780009
1130	0.927867155	0.2541329716
1131	0.9278796719	0.2540988456
1132	0.9279329328	0.2540821893
1133	0.9279118292	0.2540371112
1134	0.9280011748	0.2539234709
1135	0.9279820376	0.2538633757
1136	0.928032604	0.2537778094
1137	0.9281226741	0.2537150832
1138	0.9281560716	0.2536498451
1139	0.9282191481	0.253493612
1140	0.9282191481	0.2534653156
1141	0.9282078782	0.2533149462
1142	0.9282380734	0.253294179
1143	0.9282700343	0.2532072569
1144	0.9282904069	0.2531329136
1145	0.9282818252	0.2530860457
1146	0.928296826	0.2530096653
1147	0.9282651825	0.2529589855
1148	0.9283565075	0.2528954121
1149	0.9283683005	0.2528709329
1150	0.9283985024	0.2528475189
1151	0.9284024336	0.2528164963
1152	0.9284326359	0.2527282472
1153	0.9284404987	0.2527127075
1154	0.9284009978	0.2526099246
1155	0.9284812462	0.2525373468
1156	0.9285141293	0.2525078355
1157	0.9285357536	0.2524489008
1158	0.9285495151	0.2523675926
1159	0.9285757862	0.2523294824
1160	0.928561311	0.2522484491
1161	0.9285679223	0.2522179592
1162	0.9286047355	0.2521745618
1163	0.9285988375	0.2520927561
1164	0.9285650692	0.2520428712
1165	0.9286460237	0.2518894768
1166	0.9286531778	0.2518033365
1167	0.928678194	0.2517173138
1168	0.9286531778	0.2516466635
1169	0.9287498511	0.2515231878
1170	0.9288136369	0.2513691017
1171	0.9288701083	0.2512865515
1172	0.9288509997	0.2512380649
1173	0.928834562	0.2511621913
1174	0.9289167468	0.2510633695
1175	0.9289555181	0.2509779241
1176	0.9289258769	0.2509352526
1177	0.9290105874	0.2508495652
1178	0.9290316567	0.2508146259
1179	0.9291190295	0.2507459496
1180	0.9291361598	0.2507149647
1181	0.9291867275	0.2506654018
1182	0.9291590675	0.250629945
1183	0.9291801306	0.2505806119
1184	0.9293554438	0.2504525375
1185	0.9293599649	0.2503546579
1186	0.9293842669	0.2502830576
1187	0.9293941054	0.250158409
1188	0.9294854094	0.2500516979
1189	0.9294663236	0.2500176473
1190	0.929480099	0.2499928481
1191	0.9294866901	0.2499459275
1192	0.9294866901	0.2499252182
1193	0.9295399159	0.2498861162
1194	0.9295826142	0.2498013173
1195	0.9295963907	0.2497005318
1196	0.9295779936	0.2496689455
1197	0.9296410565	0.2495800806
1198	0.9296246282	0.2494575898
1199	0.9296923075	0.2494203885
1200	0.929759981	0.2493550338
1201	0.92981842	0.2492460356
1202	0.9298702778	0.2491758354
1203	0.9298761836	0.2490703668
1204	0.9299431745	0.2489922711
1205	0.9299247818	0.2489723252
1206	0.9299530182	0.2489251032
1207	0.9299608933	0.2489123826
1208	0.9300561196	0.2488208895
1209	0.9301677645	0.248677618
1210	0.9302196315	0.248482224
1211	0.930250503	0.2484630144
1212	0.9302544417	0.2483878955
1213	0.9302419601	0.2483308043
1214	0.9303050057	0.2482566774
1215	0.9303601708	0.2481771795
1216	0.9304035156	0.2481265926
1217	0.930461954	0.2480435566
1218	0.930504635	0.2479376471
1219	0.9305394358	0.2479171103
1220	0.9305998431	0.2477883342
1221	0.9306359569	0.2477374329
1222	0.9306392425	0.247681443
1223	0.9306451527	0.2476034029
1224	0.9306202025	0.2475834326
1225	0.9306202025	0.2475754166
1226	0.9306727347	0.2475407068
1227	0.9306970305	0.2474987324
1228	0.9307232964	0.2474068978
1229	0.9307292074	0.2473632775
1230	0.9307909215	0.2473053504
1231	0.9308441241	0.2472470419
1232	0.9308992742	0.2471781686
1233	0.9309498342	0.2471254059
1234	0.9310207462	0.2469917673
1235	0.9310102481	0.2469415881
1236	0.9310555375	0.2469058344
1237	0.9310326127	0.2467749096
1238	0.9310956453	0.2466416018
1239	0.9310956453	0.2466295618
1240	0.9310707072	0.2466126512
1241	0.9311061426	0.2465778623
1242	0.9311002291	0.2465594193
1243	0.9310464105	0.24651243
1244	0.9311015589	0.2463774251
1245	0.9311120562	0.2463414683
1246	0.9312230368	0.2462066868
1247	0.9312663491	0.2461417151
1248	0.9312945861	0.2460646747
1249	0.9313615527	0.2460195403
1250	0.9312992292	0.2459240722
1251	0.9312683822	0.2459051943
1252	0.9313576789	0.2458094381
1253	0.9313964104	0.2457325505
1254	0.9314568318	0.2455978076
1255	0.931492959	0.2455261886
1256	0.9315342895	0.2454373689
1257	0.9315402057	0.2454033287
1258	0.9316137143	0.2453280783
1259	0.9316510922	0.245246126
1260	0.9316694673	0.2452194303
1261	0.9316524387	0.2451523995
1262	0.9316537852	0.2451094717
1263	0.9316347825	0.245059244
1264	0.9316531595	0.2450359453
1265	0.931637381	0.2449818377
1266	0.9316891896	0.2449065669
1267	0.9316852451	0.2448718665
1268	0.9316905372	0.2447990527
1269	0.9318099174	0.2447391164
1270	0.9319142296	0.2446699795
1271	0.9319142296	0.2446505755
1272	0.9319588601	0.2446158859
1273	0.9319274193	0.2445876834
1274	0.9319412277	0.2445146216
1275	0.9319812988	0.244443203
1276	0.9320593408	0.2443934396
1277	0.9320646453	0.2443505634
1278	0.9320994116	0.2442651887
1279	0.9321177807	0.2442337405
1280	0.9320987986	0.244183145
1281	0.9321112493	0.2441449512
1282	0.9321664958	0.2440387883
1283	0.932268208	0.2439880943
1284	0.9322379996	0.2439390505
1285	0.9322513513	0.2438175123
1286	0.9322598542	0.243792563
1287	0.932324832	0.2437539858
1288	0.9324093845	0.2437003194
1289	0.9324147015	0.2436144801
1290	0.9324068066	0.2436041128
1291	0.9324101498	0.2435510858
1292	0.9324134932	0.2435412005
1293	0.9324679955	0.2434478058
1294	0.9325388915	0.2433412902
1295	0.9325467879	0.2432979802
1296	0.9325546845	0.2432752631
1297	0.9325854965	0.2432598296
1298	0.9326117601	0.243248865
1299	0.9325835223	0.2432177842
1300	0.9326125373	0.2431755987
1301	0.9325994935	0.2431163883
1302	0.9326002701	0.2430090679
1303	0.9326830227	0.242931049
1304	0.9327118611	0.2429026781
1305	0.9326745271	0.242877868
1306	0.932621392	0.2428439528
1307	0.9326954674	0.2428108466
1308	0.9327092905	0.2427497944
1309	0.9327618259	0.2427074221
1310	0.9328234464	0.2425932707
1311	0.9328663048	0.2424669188
1312	0.932892573	0.2423907118
1313	0.9328597878	0.2423443325
1314	0.9329097599	0.2422598943
1315	0.9329601142	0.2421407027
1316	0.9330866925	0.2420361299
1317	0.9331319046	0.2419891089
1318	0.9331253944	0.2419349675
1319	0.9331536346	0.2418890758
1320	0.9331785062	0.2418271547
1321	0.9332434682	0.2417710705
1322	0.9332253392	0.241682628
1323	0.9332790302	0.2416162331
1324	0.9333682797	0.2415562871
1325	0.9333761834	0.2415243832
1326	0.9333696786	0.241466362
1327	0.9333849098	0.2414214753
1328	0.9334066471	0.2413832676
1329	0.9333981662	0.2413742806
1330	0.9334702097	0.2413283191
1331	0.9334911196	0.2412959391
1332	0.9334899722	0.2412388455
1333	0.9334343143	0.2411622624
1334	0.9335117119	0.2410243073
1335	0.933661131	0.2408978851
1336	0.9336546325	0.2408852138
1337	0.9337622307	0.2407447937
1338	0.9338435602	0.240644809
1339	0.9338816838	0.2405601484
1340	0.9338503407	0.2404711513
1341	0.9338627657	0.2404137259
1342	0.9338766046	0.2403479674
1343	0.9339296936	0.2402968339
1344	0.9339277165	0.2402681639
1345	0.9339726311	0.24013105
1346	0.9340683606	0.2400199098
1347	0.9340867146	0.2400111911
1348	0.9340697808	0.2399367819
1349	0.9340841803	0.2399089022
1350	0.934183304	0.2398252621
1351	0.9341545075	0.2398061325
1352	0.9341965943	0.2396848107
1353	0.9342745143	0.239600865
1354	0.9342838524	0.2395268884
1355	0.9343408869	0.2394946788
1356	0.9343662702	0.2394200278
1357	0.9343806644	0.2394089919
1358	0.9343826424	0.2393894945
1359	0.9344335251	0.2392266074
1360	0.9345054931	0.239170483
1361	0.9344945116	0.2391326317
1362	0.9344900096	0.2391165211
1363	0.9344889188	0.2390381445
1364	0.9345355139	0.2389631935
1365	0.9345866083	0.238892486
1366	0.9346893268	0.2388298615
1367	0.9347483246	0.2387092943
1368	0.93486091	0.2386106699
1369	0.9348752961	0.2385847817
1370	0.9349348151	0.2385433223
1371	0.934913961	0.2384981774
1372	0.9349208103	0.2383947671
1373	0.9350436622	0.2382402148
1374	0.9350907724	0.2381749157
1375	0.9351294349	0.2381009193
1376	0.9351378793	0.2380626774
1377	0.9352171781	0.2379448599
1378	0.935267713	0.237897235
1379	0.9352245715	0.2378579849
1380	0.9353712816	0.2377781152
1381	0.9353583624	0.2377357138
1382	0.9353434623	0.2377212427
1383	0.9353350218	0.2376622599
1384	0.9353271027	0.237635538
1385	0.9354118185	0.2375252958
1386	0.9354301572	0.2374595132
1387	0.9354752712	0.2373445352
1388	0.9354812112	0.2373008066
1389	0.9354688137	0.2372620982
1390	0.9354688137	0.2372361233
1391	0.9354276585	0.2371110854
1392	0.9354465156	0.2370820173
1393	0.9354970518	0.237023148
1394	0.9356293675	0.2368520903
1395	0.9357314517	0.2367677036
1396	0.9357899022	0.2366931165
1397	0.9358344891	0.236647117
1398	0.9358255522	0.2365703245
1399	0.9358751139	0.2365526264
1400	0.9358225567	0.2364744839
1401	0.935874102	0.2364166345
1402	0.9358542951	0.2363499432
1403	0.93588055	0.2363419762
1404	0.9359216796	0.2362993047
1405	0.9359935224	0.236241747
1406	0.9360321605	0.2361770415
1407	0.936046026	0.2361101128
1408	0.9361024914	0.2360808983
1409	0.9360965486	0.2360695938
1410	0.9361188383	0.2360132502
1411	0.9361049718	0.2359575547
1412	0.9361351848	0.2359110548
1413	0.9361668814	0.2358419279
1414	0.9362704027	0.2357627916
1415	0.9362971477	0.2357185028
1416	0.9362847661	0.2357081686
1417	0.9363025978	0.2356886785
1418	0.9362867473	0.2356776535
1419	0.9362941784	0.2355960752
1420	0.9363912588	0.2354622092
1421	0.9364071114	0.2353838025
1422	0.9364764467	0.2352733482
1423	0.9364397981	0.2352206854
1424	0.936450196	0.2352084583
1425	0.9364903186	0.2351430796
1426	0.9365368751	0.2350934519
1427	0.936554225	0.235006034
1428	0.9366007828	0.2349552141
1429	0.9366557522	0.2349035699
1430	0.9366740747	0.2348458451
1431	0.9367508444	0.2347052983
1432	0.936789469	0.2346715499
1433	0.9368424475	0.2346205538
1434	0.9368360218	0.2345922734
1435	0.9368043685	0.234545215
1436	0.9368390294	0.2345075055
1437	0.9368652808	0.2344460532
1438	0.9369138181	0.2343871977
1439	0.9369980459	0.2342657407
1440	0.937018349	0.2342269377
1441	0.9370119265	0.2341984789
1442	0.9370198584	0.2341411248
1443	0.9370609373	0.2341062176
1444	0.9370525328	0.2340305674
1445	0.9371500771	0.2339300284
1446	0.9371926625	0.2338941773
1447	0.9371738756	0.2338784882
1448	0.9371837919	0.233818609
1449	0.9372051404	0.2337814367
1450	0.9371987216	0.233743266
1451	0.9372532124	0.2336792651
1452	0.9372878666	0.2336329983
1453	0.9372774824	0.2336114461
1454	0.9372651141	0.233554467
1455	0.9372547291	0.2335458729
1456	0.9373467882	0.2334035299
1457	0.9374176097	0.2333393876
1458	0.93748889	0.2333114737
1459	0.9374948417	0.2332340742
1460	0.9375191088	0.2332147501
1461	0.9375314719	0.2331874042
1462	0.9375023176	0.2331286951
1463	0.9374449226	0.2330934762
1464	0.937602287	0.2330120519
1465	0.9376157192	0.2329353391
1466	0.9376196877	0.2328956852
1467	0.9376196877	0.2328888196
1468	0.9375880955	0.2328151039
1469	0.9375940485	0.2327403077
1470	0.9375609254	0.2326795477
1471	0.9375971028	0.2326077516
1472	0.9377193632	0.2324813196
1473	0.9377826976	0.2324220823
1474	0.937843591	0.2323496023
1475	0.9378683072	0.2322985956
1476	0.9379272108	0.2321973514
1477	0.9379088997	0.2321601131
1478	0.9379371348	0.232089042
1479	0.9380386102	0.2320304259
1480	0.9380747847	0.2319542363
1481	0.9381050044	0.231832058
1482	0.9381219864	0.2316830795
1483	0.938163018	0.2316658321
1484	0.9382022862	0.231568985
1485	0.9381939038	0.2315257851
1486	0.9382730998	0.231407976
1487	0.9382874374	0.2313359532
1488	0.9382528048	0.2313125052
1489	0.9383335466	0.2311891044
1490	0.938353841	0.231142026
1491	0.9382594322	0.23104118
1492	0.9382995882	0.2310083176
1493	0.938317899	0.2309757082
1494	0.9384090138	0.2308611284
1495	0.9383926903	0.2308027
1496	0.9384189446	0.2307823681
1497	0.9384288756	0.2307487522
1498	0.9384674806	0.2306933267
1499	0.938636221	0.2306058317
1500	0.9385932201	0.2305221457
1501	0.9386190448	0.2304351359
1502	0.9386170582	0.2303443092
1503	0.9385899463	0.230313133
1504	0.9386393386	0.2301732839
1505	0.9386413252	0.2301271382
1506	0.9386636054	0.2300812339
1507	0.9387066043	0.2300540823
1508	0.9386874458	0.2299466107
1509	0.9388032427	0.2298308784
1510	0.9388593005	0.2297815737
1511	0.9388791716	0.2296895445
1512	0.938928544	0.2296645782
1513	0.9389802124	0.229555102
1514	0.9389885797	0.2294950646
1515	0.9390454771	0.2293841547
1516	0.9390223656	0.2293498209
1517	0.9390307322	0.2293136738
1518	0.9390159862	0.2291992
1519	0.9390155691	0.2291095821
1520	0.9390907746	0.2290392545
1521	0.9391388943	0.2290003003
1522	0.9391245659	0.2289757179
1523	0.9391715255	0.2289038418
1524	0.9391711129	0.2288463746
