iter	F1	Logloss
75	0.8669632092	0.3808618885
76	0.867167958	0.3804600379
77	0.8672563756	0.3802057074
78	0.8673278547	0.3798433464
79	0.8674042032	0.3796868706
80	0.8673581694	0.3793176198
81	0.8676109323	0.379015912
82	0.8677993875	0.3787671151
83	0.8679134819	0.3784114699
84	0.8679543449	0.3780592937
85	0.8680005779	0.3776891443
86	0.868183318	0.3771858219
87	0.8682422878	0.3769673557
88	0.8682770901	0.3767858813
89	0.8684872223	0.3765168363
90	0.8685292753	0.3763074606
91	0.8687540877	0.3759955282
92	0.8688291781	0.3755822227
93	0.86902364	0.3753014281
94	0.8689802881	0.3749587283
95	0.8690012433	0.3747051215
96	0.8692025667	0.3744245195
97	0.8691939537	0.3741915334
98	0.8694878723	0.3737988923
99	0.8696436327	0.373663769
100	0.8698028383	0.3733281926
101	0.8697520792	0.3730063732
102	0.8698780185	0.3727336336
103	0.8699080689	0.3726472052
104	0.8700092677	0.3724353888
105	0.8701711733	0.3722106814
106	0.8701463207	0.3721869957
107	0.8701340245	0.3720843375
108	0.8701031463	0.3720760198
109	0.8702402728	0.3719445854
110	0.8702070436	0.3718308095
111	0.8706006339	0.3714729871
112	0.8707429851	0.3712300714
113	0.8707801532	0.3710177272
114	0.8707843234	0.3709727638
115	0.8706679482	0.3708329835
116	0.8709648508	0.370479776
117	0.8709425181	0.370267929
118	0.8709378506	0.3702441657
119	0.8712212054	0.3699341122
120	0.8714101014	0.369729762
121	0.8713649716	0.3694730224
122	0.8713632913	0.3691740314
123	0.8714648725	0.3690525522
124	0.8714404162	0.3689529107
125	0.8714928059	0.3688919879
126	0.8715239382	0.3686638008
127	0.871614516	0.3685309384
128	0.8717045398	0.3682456793
129	0.8718695148	0.3678725934
130	0.8719600887	0.367722055
131	0.8719503915	0.3676502049
132	0.8719494533	0.3676087941
133	0.8719508226	0.3674867568
134	0.8718997753	0.3673682503
135	0.8721103694	0.3670723668
136	0.8720036418	0.3668661852
137	0.8721567777	0.3665710547
138	0.8722427758	0.3663011241
139	0.8722910686	0.3661252935
140	0.872285093	0.3659479501
141	0.8723789357	0.3656900418
142	0.8725550807	0.3654652302
143	0.8726038336	0.3653570223
144	0.8727441811	0.3649830365
145	0.8727907195	0.3647067904
146	0.8729375351	0.3645929251
147	0.8730893624	0.3643896742
148	0.8731868939	0.364114634
149	0.8734485706	0.3638313579
150	0.8735210204	0.3637382691
151	0.8735965982	0.3636057479
152	0.8736748673	0.3633758048
153	0.8736910446	0.3632987387
154	0.873690211	0.3631576565
155	0.8736695104	0.3631472912
156	0.8737477929	0.3629348947
157	0.8738953568	0.3628380577
158	0.8738637921	0.3626516127
159	0.874008495	0.3624681101
160	0.8740439559	0.3624642865
161	0.8740583106	0.3622232835
162	0.8742036194	0.3620296096
163	0.8744348608	0.3616719809
164	0.8744806184	0.3615237883
165	0.8746491326	0.3612044076
166	0.8747193068	0.3609968878
167	0.8748076491	0.3608549242
168	0.8747735632	0.3606504444
169	0.8748482227	0.3605395056
170	0.8750038502	0.3603764339
171	0.8752160334	0.3601044563
172	0.8752385816	0.3600943525
173	0.8752308187	0.3600912039
174	0.8751953161	0.3598285925
175	0.8752311831	0.3596664223
176	0.8753236173	0.359457132
177	0.8756290207	0.3591440303
178	0.8757114729	0.3589640323
179	0.8757958592	0.3587460391
180	0.8757681879	0.358606624
181	0.87590318	0.3583677535
182	0.8760019661	0.3579893877
183	0.876003817	0.3579892842
184	0.876229723	0.3577351431
185	0.8762834119	0.3575675115
186	0.8763355925	0.3575425563
187	0.8762950198	0.357335704
188	0.8764480375	0.3570717884
189	0.8765985143	0.3568413109
190	0.8766167073	0.3565974519
191	0.8769178921	0.356272616
192	0.8769200024	0.3561358273
193	0.8771050845	0.355751519
194	0.8770549981	0.3555815389
195	0.877105684	0.355461822
196	0.8770598938	0.3552293526
197	0.8772206415	0.3549960432
198	0.8773149304	0.3548496408
199	0.8774426032	0.3545780993
200	0.8776911112	0.3543018958
201	0.8777369141	0.3540357434
202	0.8778794353	0.3538374708
203	0.8780697964	0.3536340373
204	0.8779469676	0.3534374366
205	0.8780505242	0.3532615052
206	0.8782233483	0.3529917854
207	0.878515915	0.3526294043
208	0.8788275003	0.352269939
209	0.8788115884	0.3520255165
210	0.8791260658	0.3517349591
211	0.8792502469	0.3515142004
212	0.87938112	0.351323042
213	0.8795752891	0.3511174478
214	0.8796178209	0.3510049822
215	0.8796838556	0.3508401617
216	0.8799351787	0.3505939123
217	0.8800365434	0.3503839966
218	0.8801474312	0.3502380147
219	0.8803308918	0.3499500768
220	0.8804285329	0.3497105961
221	0.8805052749	0.3494435063
222	0.8806333233	0.349207919
223	0.880659182	0.349083572
224	0.8807800172	0.3487967423
225	0.8810836327	0.3485821265
226	0.8811380342	0.3484226018
227	0.8812718046	0.3480803146
228	0.8813425984	0.3478321243
229	0.8813740892	0.3475315311
230	0.88153863	0.3473246759
231	0.8817296505	0.3470879717
232	0.8818439015	0.3468409845
233	0.8818925544	0.3467471288
234	0.8819971631	0.3464749486
235	0.882142094	0.3463059474
236	0.8823319318	0.3460835449
237	0.8824107543	0.3459453789
238	0.8824365736	0.345687118
239	0.8825622087	0.3455435215
240	0.8827333641	0.3452705337
241	0.8828252552	0.3451779947
242	0.8828354796	0.3448699046
243	0.8828505568	0.3447510915
244	0.8829047101	0.3446108345
245	0.8829591416	0.3443549925
246	0.8830790797	0.3442248491
247	0.8831823433	0.3440997979
248	0.883249982	0.3439684252
249	0.8833191124	0.3437494251
250	0.8833904906	0.3436197525
251	0.8834770579	0.3435339773
252	0.8834618672	0.3433225992
253	0.8834314818	0.3432771248
254	0.8835458532	0.3431337516
255	0.883530663	0.342856888
256	0.8836395539	0.3426800765
257	0.8837354693	0.3425113
258	0.8838538136	0.3422969739
259	0.8840509075	0.3420171094
260	0.8840601566	0.3418774628
261	0.8840806293	0.3417697258
262	0.8842197505	0.3415567333
263	0.8842797123	0.3414369536
264	0.8842269417	0.3413051143
265	0.8844299551	0.3410524794
266	0.8844524099	0.3409587211
267	0.8845613055	0.3407050378
268	0.8848733266	0.3404764065
269	0.8849353311	0.3403780218
270	0.8849371275	0.3402885695
271	0.8849371275	0.3402625129
272	0.884970826	0.3401726432
273	0.8851604419	0.339925565
274	0.8851321445	0.3398136034
275	0.8850682635	0.3397903327
276	0.8852373587	0.3395908164
277	0.885428853	0.3393834526
278	0.8855752707	0.3390782077
279	0.8857275718	0.338972652
280	0.8857744655	0.3388047103
281	0.8859077547	0.3384711323
282	0.886114308	0.3383641445
283	0.8862138107	0.3381573336
284	0.8862719627	0.3379724052
285	0.886420402	0.3378065826
286	0.8864241517	0.3377532447
287	0.886439151	0.3376926046
288	0.8865123905	0.337633977
289	0.8866344276	0.3374142671
290	0.8868277417	0.3371439276
291	0.8869121524	0.3369901616
292	0.8870266496	0.336808461
293	0.8871411657	0.3366476073
294	0.8871430421	0.3364879525
295	0.8871561688	0.3363681973
296	0.8872331231	0.3361961802
297	0.8873025665	0.3359893028
298	0.887465886	0.3357452203
299	0.8875559887	0.3355227884
300	0.8876104034	0.3353466141
301	0.8876423325	0.3352193394
302	0.8877774846	0.3350149008
303	0.8880514694	0.3347573275
304	0.8880890354	0.3345234496
305	0.8881753807	0.3343242085
306	0.8882767314	0.3342486911
307	0.8882823939	0.3341891064
308	0.8882505552	0.3339773624
309	0.8883762887	0.3338281595
310	0.8885208055	0.3336169437
311	0.8887291111	0.3333921509
312	0.888787471	0.3331630527
313	0.8888700726	0.333089213
314	0.8889038745	0.3329761404
315	0.8891064918	0.3328108804
316	0.8893184257	0.3327156787
317	0.8893542241	0.3325319009
318	0.8894817858	0.3324403024
319	0.8895194784	0.3322292033
320	0.8897218957	0.332083969
321	0.8897090018	0.3319320958
322	0.8897672026	0.3318734326
323	0.8897821157	0.3318037044
324	0.8898458873	0.3317062141
325	0.8900372667	0.3315392872
326	0.8900391492	0.3315072716
327	0.8900898163	0.3312876982
328	0.890146214	0.3311896964
329	0.8901443312	0.3310666866
330	0.8902120301	0.3308843275
331	0.8904126433	0.3306186614
332	0.8904143445	0.3304997264
333	0.8905327141	0.3304096173
334	0.8905518347	0.3303142655
335	0.8905875306	0.3302477694
336	0.890617867	0.3301041593
337	0.8907864406	0.3299070428
338	0.890730522	0.3297950729
339	0.8907625563	0.3297074466
340	0.8907888368	0.3295949763
341	0.8907702979	0.3294183491
342	0.8908603487	0.3293207911
343	0.8910325699	0.3292127944
344	0.8910381145	0.3291356927
345	0.8911168338	0.3289253707
346	0.8912853326	0.3287409626
347	0.8914540384	0.3285780695
348	0.8915331034	0.3283653539
349	0.8916099096	0.3283240881
350	0.8916605681	0.3281215223
351	0.891736137	0.3279045096
352	0.8917905732	0.3278400695
353	0.8917439446	0.3277573723
354	0.8918021574	0.3275977973
355	0.8918454131	0.3274565839
356	0.8919149481	0.3273280377
357	0.8919320663	0.3271922434
358	0.8920556305	0.3270823266
359	0.892179032	0.3269879793
360	0.8922427568	0.3268565816
361	0.8922636633	0.3267037441
362	0.8923217265	0.3265368007
363	0.8923969254	0.3263447622
364	0.8925525299	0.3262380607
365	0.8926074384	0.3259597936
366	0.8925778566	0.325803021
367	0.8926965104	0.3255053103
368	0.8926688204	0.3254363641
369	0.892936977	0.3253166644
370	0.8930192573	0.3252103803
371	0.8932009693	0.3250371575
372	0.8931430947	0.3249167825
373	0.8931226576	0.3248663888
374	0.89305	0.3248112358
375	0.8931827756	0.324682924
376	0.8933105738	0.3245008857
377	0.8933536841	0.3244171989
378	0.8934364873	0.3243605921
379	0.8934837466	0.3242456503
380	0.8934635033	0.3241879241
381	0.8935799835	0.3240489245
382	0.8936272565	0.3239747904
383	0.8936571344	0.3238181331
384	0.8937528167	0.3237618871
385	0.8937252167	0.3236738692
386	0.8936654585	0.3235157917
387	0.8938961776	0.3233523722
388	0.8939958487	0.3232318784
389	0.8939575117	0.3230167056
390	0.8941078947	0.3228491109
391	0.8941192501	0.3227678829
392	0.894137972	0.3227234905
393	0.8942265192	0.3225173197
394	0.8943201227	0.3224004613
395	0.8943165466	0.3223868341
396	0.8943954238	0.3223382053
397	0.894410995	0.3221568268
398	0.8944799807	0.3220888297
399	0.894678072	0.3219514804
400	0.8946951141	0.3217939441
401	0.8947493627	0.3217300766
402	0.8947363299	0.3216216899
403	0.8947327651	0.3215018955
404	0.8947552668	0.3213793603
405	0.8947517025	0.3213379273
406	0.8949151229	0.3212651087
407	0.8948911819	0.3210628394
408	0.8949603548	0.3209192818
409	0.8949828564	0.3208252927
410	0.8949930193	0.3206793328
411	0.8951349121	0.3205363231
412	0.8952395945	0.3203835429
413	0.8953390609	0.3201566645
414	0.8954458617	0.3200412463
415	0.8954392575	0.3199354379
416	0.8955365868	0.3198479356
417	0.8955363398	0.3197483729
418	0.8956376989	0.3196342311
419	0.8956452811	0.3195965168
420	0.8957338752	0.319435687
421	0.8957530874	0.3193245314
422	0.8958683382	0.3191440287
423	0.8960482841	0.3189394669
424	0.8960390652	0.318903361
425	0.8961333577	0.318704884
426	0.8963108595	0.3185806852
427	0.8963856435	0.3185357256
428	0.8964268271	0.3184741333
429	0.8964417279	0.3183728061
430	0.8965072939	0.3182784484
431	0.8966443915	0.3181392017
432	0.8966750304	0.3179915781
433	0.8966899284	0.3178909431
434	0.8967706733	0.317765741
435	0.8968790229	0.3176541
436	0.8969188775	0.3175210129
437	0.8970180184	0.3173670616
438	0.8971038642	0.3172901464
439	0.8972006794	0.3170809175
440	0.8972976112	0.3169550215
441	0.8972900168	0.3168733016
442	0.8973888329	0.3167677347
443	0.8974971289	0.3166489857
444	0.8976297874	0.3164616226
445	0.8976221918	0.3163961528
446	0.897624401	0.3162933207
447	0.8976883458	0.3161638914
448	0.8978738538	0.3160094837
449	0.8978738538	0.3159746533
450	0.8978725902	0.315875734
451	0.8979267219	0.3157763844
452	0.8980182007	0.3156623347
453	0.8982274026	0.3155279301
454	0.8982844054	0.3154063641
455	0.8982885365	0.3153678937
456	0.8983296811	0.3153244634
457	0.8983559541	0.3152057605
458	0.8984579161	0.3150693894
459	0.8985756412	0.3149575333
460	0.8985756412	0.3148877887
461	0.8986006934	0.3147715948
462	0.8986703528	0.3146978387
463	0.8987194435	0.3146296022
464	0.8988962692	0.3144845691
465	0.8989076783	0.3143745809
466	0.8990074137	0.3142050031
467	0.8991251059	0.3141620166
468	0.8991140501	0.3140794677
469	0.8992001152	0.314014717
470	0.8991894187	0.3139649594
471	0.8991223698	0.3139580981
472	0.8990686294	0.313906052
473	0.8992907026	0.3137642456
474	0.8993695183	0.3136238509
475	0.8993809336	0.3136138331
476	0.8994822164	0.3134911255
477	0.8994879247	0.3134472189
478	0.8994635554	0.3134187823
479	0.8995081206	0.3132547258
480	0.8995888365	0.3131968286
481	0.8994848531	0.3131060782
482	0.8995297881	0.3130688123
483	0.899527087	0.3129469111
484	0.8996067046	0.3128831052
485	0.8995537316	0.3127943037
486	0.8995243854	0.3127507571
487	0.8996237859	0.3126587705
488	0.8996816785	0.3125209582
489	0.8997601333	0.312349287
490	0.8999353049	0.3122346278
491	0.8999714791	0.3121258225
492	0.8999905193	0.312046259
493	0.9002829026	0.3118004526
494	0.9003769468	0.3117324653
495	0.9003472612	0.3116899323
496	0.9003883743	0.3116698102
497	0.90050076	0.3115353589
498	0.9005228243	0.3115123972
499	0.900549496	0.3114392962
500	0.9005685481	0.3113378497
501	0.900560221	0.3112236386
502	0.9006078583	0.3111430218
503	0.9008195717	0.3109442924
504	0.9009052035	0.3108925812
505	0.90095394	0.3108412421
506	0.9009649649	0.3108027586
507	0.9010204975	0.3106383915
508	0.9011058654	0.3104575108
509	0.9010408022	0.310433739
510	0.9010895394	0.310351671
511	0.9012007783	0.310161383
512	0.9011925014	0.3101015039
513	0.9013268585	0.3097934981
514	0.9014425536	0.3095721338
515	0.9014544241	0.3094655416
516	0.9016315879	0.3092557347
517	0.9016807598	0.3091127623
518	0.9017318421	0.3090025125
519	0.901775892	0.3088618777
520	0.9018078928	0.308748248
521	0.9018704266	0.3085802893
522	0.9018354849	0.3084810525
523	0.901867489	0.308390241
524	0.9019687869	0.3082710322
525	0.9019906694	0.3081641135
526	0.9020212124	0.3080689237
527	0.9020775939	0.3080057597
528	0.9021846297	0.3078129054
529	0.9023246782	0.3077279435
530	0.9023877854	0.3076321937
531	0.9024145203	0.3075294167
532	0.902424982	0.3072956263
533	0.9024789963	0.3071656081
534	0.9024947345	0.3071043727
535	0.9026677072	0.3069160072
536	0.9027417535	0.3067303891
537	0.9028440363	0.3065637769
538	0.9030318273	0.3064127328
539	0.903049988	0.3062942134
540	0.9030404325	0.3062028088
541	0.9031250057	0.3060868261
542	0.9032229479	0.3059555395
543	0.9032974942	0.3057605724
544	0.9034207558	0.3056346697
545	0.9034322266	0.3055724284
546	0.9034288901	0.3055231011
547	0.903439874	0.3054798914
548	0.90352876	0.3052906272
549	0.9036018616	0.3051864186
550	0.903581319	0.3051420124
551	0.90362339	0.3050223377
552	0.9036420208	0.304976222
553	0.9036860089	0.3048604525
554	0.9038183313	0.3047404799
555	0.9038503497	0.3046929862
556	0.9039029096	0.304660535
557	0.9039272765	0.30459364
558	0.9039444939	0.3044891763
559	0.9040329009	0.3043947325
560	0.9040596877	0.3042817506
561	0.9041371263	0.3041699729
562	0.9041907106	0.3040193772
563	0.9042485068	0.3039311261
564	0.9043522381	0.3037548767
565	0.9043675518	0.3035799327
566	0.9043428133	0.3034209198
567	0.904432123	0.3032489519
568	0.9044817391	0.3031725682
569	0.9044932259	0.3030809736
570	0.904558673	0.3029062472
571	0.9046279473	0.3027993157
572	0.9046178505	0.3027674161
573	0.9047342715	0.3026668243
574	0.904786828	0.3025879617
575	0.9049253459	0.3024824668
576	0.9049803501	0.3023173251
577	0.9050142892	0.3022947072
578	0.9050301475	0.3022304072
579	0.9050931241	0.3021536408
580	0.9051711233	0.302056028
581	0.9051782457	0.3019467164
582	0.9051932783	0.3018521377
583	0.9052524205	0.3017791676
584	0.9052754123	0.3016365032
585	0.9053175669	0.3015340217
586	0.9053000377	0.3015064008
587	0.9054369303	0.3014292125
588	0.9054900419	0.3013169465
589	0.9054777254	0.3012109219
590	0.9055535531	0.3011827603
591	0.9055521883	0.3010935528
592	0.9055097582	0.3009940602
593	0.9055746365	0.3008714142
594	0.905742155	0.3007789055
595	0.9057208233	0.3007067929
596	0.9058562965	0.3005626235
597	0.9058915989	0.3004821112
598	0.9059241916	0.3003852542
599	0.9059395302	0.3002563895
600	0.9059934411	0.3002105691
601	0.9060722765	0.3001207056
602	0.9059803613	0.3000790939
603	0.9060337085	0.2999663229
604	0.9059995375	0.2998221329
605	0.9060597723	0.2996957657
606	0.9061136851	0.2996338684
607	0.9061509038	0.2995557048
608	0.9062368452	0.2994701377
609	0.9062771258	0.2992985313
610	0.9062610091	0.2991730335
611	0.9063527083	0.2990359273
612	0.9063949154	0.298879807
613	0.9064263757	0.298853924
614	0.9064288728	0.2987816609
615	0.906504641	0.2986772268
616	0.9064994656	0.2986023908
617	0.9065397611	0.2985046534
618	0.9066293748	0.2983687249
619	0.9065946615	0.2983374552
620	0.9066729335	0.2981655238
621	0.9066863693	0.2981206398
622	0.9067523772	0.2980688397
623	0.9067690649	0.2979656697
624	0.9068087882	0.2978465936
625	0.906978157	0.2977284947
626	0.907058203	0.2975666569
627	0.9070813708	0.2975230364
628	0.9073430908	0.2973432129
629	0.9073159987	0.2972014028
630	0.9074359807	0.2971024798
631	0.9075321084	0.2969344855
632	0.9074955251	0.2969060957
633	0.9075237277	0.2968068397
634	0.9075390958	0.2966699958
635	0.9076340026	0.2965522527
636	0.9075782122	0.2964690233
637	0.9077461929	0.2962635542
638	0.907789146	0.2962124732
639	0.9079436531	0.2960071852
640	0.9079141558	0.2959847593
641	0.9079109362	0.2958931783
642	0.9080718268	0.2957459121
643	0.9081903952	0.2955384749
644	0.9082641173	0.2954561952
645	0.9082763037	0.2953855496
646	0.9084570265	0.2952081902
647	0.9084493363	0.2951322541
648	0.9084563863	0.2950774864
649	0.9084339561	0.2950343773
650	0.9084967595	0.2949706427
651	0.9085563547	0.294798831
652	0.9086185148	0.294729482
653	0.9086422342	0.2946347887
654	0.9086524949	0.2945383923
655	0.9086563409	0.2944393384
656	0.9087300479	0.2943347483
657	0.9088159199	0.2942210204
658	0.9088357739	0.2941281212
659	0.9088498565	0.2940134721
660	0.9090100785	0.2938275631
661	0.9089934223	0.2937740988
662	0.9090965966	0.2936784164
663	0.909120947	0.293582422
664	0.909083789	0.2935553782
665	0.9092625338	0.2934359018
666	0.9092190108	0.2933746743
667	0.9093003517	0.2932423807
668	0.9093080485	0.2931646379
669	0.9093420191	0.2930424441
670	0.9094041882	0.2928830542
671	0.9094106308	0.2927916343
672	0.9094753993	0.2926708538
673	0.9094843518	0.2925869625
674	0.9095170738	0.2924586166
675	0.9095703	0.2923681289
676	0.9095785766	0.2922628014
677	0.9097233194	0.2921427701
678	0.9096957988	0.2920405576
679	0.9097355494	0.2919357435
680	0.9097343032	0.2918660933
681	0.909797725	0.2917510929
682	0.909829094	0.2916840581
683	0.90992071	0.2915317737
684	0.909959777	0.2914980842
685	0.9099527602	0.2914436486
686	0.9100130102	0.291306014
687	0.9101403774	0.2912247232
688	0.9101903004	0.291170511
689	0.9102209608	0.291023725
690	0.9103221824	0.2908940841
691	0.9102850538	0.290834586
692	0.9102409143	0.290785231
693	0.9103237405	0.2906303223
694	0.9102776704	0.2904677888
695	0.9103335377	0.2903483519
696	0.910396249	0.2902446768
697	0.91048663	0.2901826021
698	0.9105107955	0.2900738388
699	0.9106062455	0.2899225641
700	0.9106600068	0.2898847026
701	0.9107233999	0.289700182
702	0.9107971375	0.2896070938
703	0.9108156983	0.2895468205
704	0.9108554592	0.2894529799
705	0.9109041441	0.2893172052
706	0.9110169335	0.2891923812
707	0.911044641	0.2891423975
708	0.9109674816	0.2890408207
709	0.9109303541	0.2889169237
710	0.9109407098	0.2888253646
711	0.9110029047	0.2887185351
712	0.9110303916	0.2886594627
713	0.9110610138	0.2885763704
714	0.9112280601	0.2884396215
715	0.9112960333	0.2883371837
716	0.9113020706	0.2882659945
717	0.9114423614	0.288146001
718	0.9114500774	0.2880623535
719	0.9115074115	0.2879581662
720	0.9115120025	0.2878458279
721	0.9115920142	0.2877361471
722	0.9116260028	0.2876686235
723	0.9117667169	0.2875727367
724	0.911772505	0.2875154028
725	0.9117481643	0.2874485303
726	0.9118045632	0.2873479848
727	0.9118698663	0.2872736782
728	0.9118814436	0.2872018893
729	0.9119351671	0.2871476537
730	0.9119672253	0.2870973387
731	0.9119412647	0.2869850582
732	0.9119528439	0.2869462285
733	0.9119802983	0.2868849629
734	0.912086562	0.2867840165
735	0.9121101508	0.2867327672
736	0.9121429626	0.286655246
737	0.9121410324	0.2866421014
738	0.9121205526	0.2866266807
739	0.9123087211	0.286418823
740	0.9123508472	0.2863099159
741	0.9123450559	0.2862803667
742	0.9123821466	0.2861814437
743	0.9124466714	0.2861629652
744	0.9125471072	0.2860879707
745	0.9125296901	0.2859357151
746	0.9125304541	0.2858858454
747	0.9125899495	0.2858595496
748	0.9126142864	0.2858431326
749	0.9125926464	0.2858149151
750	0.9126594703	0.2857303805
751	0.9126695215	0.2857214273
752	0.9127050539	0.2855859873
753	0.9127382798	0.2855491969
754	0.9127784585	0.2855248446
755	0.9128553324	0.285451631
756	0.9129893837	0.2853152476
757	0.9130183636	0.2851966409
758	0.9130623943	0.2851028233
759	0.9131079847	0.2849946654
760	0.9131763467	0.2849404648
761	0.9132512858	0.2848945391
762	0.9132775536	0.2848542313
763	0.9133965917	0.2846909424
764	0.9133838516	0.2846577175
765	0.9133464178	0.2845455318
766	0.9134379764	0.2843507671
767	0.9135206596	0.284210477
768	0.9135867382	0.284094206
769	0.9135894681	0.2840579056
770	0.9137269686	0.2839134472
771	0.9137883789	0.2838243431
772	0.9137833798	0.2837768419
773	0.9139023277	0.2836827355
774	0.9138378573	0.283628278
775	0.9138799251	0.2835544534
776	0.9139070018	0.2834140137
777	0.9139379484	0.2833619951
778	0.91393408	0.2833178455
779	0.9139498735	0.2832132832
780	0.9139448782	0.2831771495
781	0.9140618841	0.2830793337
782	0.9140618841	0.283011709
783	0.9140955811	0.2828786151
784	0.9141589194	0.2828041613
785	0.9141519943	0.2827897571
786	0.9141909949	0.2827731054
787	0.9142438402	0.2827188126
788	0.9142867058	0.2826745715
789	0.9142543305	0.2826603644
790	0.914250159	0.2824955253
791	0.9142719603	0.2823948569
792	0.9143314331	0.2823286454
793	0.9143294978	0.2822614002
794	0.9143964159	0.2821712749
795	0.9144392894	0.2821216724
796	0.9144583556	0.2820312819
797	0.9144425793	0.2819893256
798	0.9145020557	0.2818630849
799	0.9145418853	0.281724547
800	0.9145770171	0.2816596154
801	0.9147037018	0.2815100859
802	0.9147847382	0.2813331405
803	0.9148666003	0.2812907388
804	0.9149365773	0.2811629569
805	0.9150192741	0.2810573577
806	0.9151188117	0.280942416
807	0.9151862545	0.2809075244
808	0.9152525973	0.2808541412
809	0.9152553813	0.2807774119
810	0.9152714829	0.2806488001
811	0.9153660371	0.2804834787
812	0.9154127684	0.2804250011
813	0.9154838326	0.2803407936
814	0.9154818951	0.2803060716
815	0.9154749989	0.2802466055
816	0.9155247492	0.2802115754
817	0.9155656647	0.2801883806
818	0.9155070834	0.2801283868
819	0.9155557515	0.2800301048
820	0.9156151879	0.2799600733
821	0.9156599782	0.2798238863
822	0.9156726837	0.2797414148
823	0.9157844418	0.2795658353
824	0.9158546361	0.2794107845
825	0.9158535632	0.279331098
826	0.9158815661	0.2793011726
827	0.9159295688	0.2791304205
828	0.916002562	0.2790617541
829	0.9160540334	0.2789177236
830	0.91604715	0.2788685289
831	0.9160772981	0.2788065051
832	0.9160889309	0.2787841835
833	0.9161677437	0.2786009115
834	0.9162601303	0.2784790598
835	0.9162483108	0.2784074895
836	0.9162834013	0.2783665206
837	0.9162620695	0.2782752203
838	0.9163408829	0.2780751018
839	0.916385667	0.2779877373
840	0.9165044969	0.2778608326
841	0.9165015027	0.2777859202
842	0.9165034424	0.2777688519
843	0.9165277728	0.277690332
844	0.9165258331	0.2776593777
845	0.9165450635	0.2775481823
846	0.916519677	0.2775007974
847	0.9165401301	0.2774669561
848	0.916521617	0.2774473428
849	0.9166540318	0.2773322314
850	0.9167473225	0.277214418
851	0.916783451	0.2771885745
852	0.9167356802	0.2771644578
853	0.9168086768	0.2770847976
854	0.9167432863	0.2770124024
855	0.9167949411	0.2769194704
856	0.9168453983	0.276752028
857	0.9169057118	0.2765569051
858	0.9169854371	0.2764588886
859	0.9170242613	0.2763551175
860	0.9170759123	0.2762667239
861	0.9172269625	0.2760805264
862	0.9172396453	0.2760240442
863	0.9172657935	0.2759639382
864	0.917312395	0.2758822736
865	0.9173162786	0.2758366883
866	0.9173991066	0.2757672464
867	0.9174312067	0.2756918013
868	0.9175538916	0.2755407879
869	0.9176054142	0.2753876915
870	0.9176414	0.2752587862
871	0.9176472273	0.2752171793
872	0.9177084677	0.2750371223
873	0.9178145853	0.2748675639
874	0.9178496476	0.2747933478
875	0.9179333685	0.2747174226
876	0.9179791547	0.274655717
877	0.918019028	0.2745785421
878	0.9180617783	0.274511436
879	0.9180773248	0.2744188632
880	0.9182087623	0.2743013514
881	0.9181736378	0.2741654826
882	0.918244685	0.2740955848
883	0.9182631837	0.2740350443
